"","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"634",1,1,15,4,4,2,1,4,2,5,4,2,2,4,3,4,2,4,1,2,2,2,2,2,576203,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"638",1,1,15,4,4,2,3,2,2,4,4,3,4,4,3,4,3,4,1,3,3,3,3,3,673003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,3,0,0,1,0,0,1,0,0,1,0,0,1
"640",1,1,15,4,5,2,3,2,3,4,3,4,2,3,2,4,3,4,3,1,1,1,1,1,487102,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"642",1,1,15,4,5,2,3,3,1,5,5,3,4,3,3,4,2,4,1,3,3,3,3,3,671703,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"643",1,1,15,4,4,2,3,3,2,4,4,3,4,4,3,3,1,3,1,3,3,3,3,3,553402,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"644",1,1,15,4,5,2,3,3,2,5,5,2,5,4,4,4,3,4,1,2,2,2,2,2,713402,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"645",1,1,15,4,4,2,3,3,2,5,5,2,5,5,3,3,1,4,2,2,2,2,2,2,238503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"647",1,1,15,4,3,2,3,3,3,4,3,2,3,4,2,4,2,4,2,3,3,3,3,3,553503,0,0,1,1.945910149,1,1,0,0,0,1,0,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"648",1,1,15,4,4,2,3,4,1,4,4,3,3,4,4,3,3,4,2,3,3,3,3,3,630302,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"649",1,1,15,4,4,2,3,4,1,5,3,4,3,3,4,4,3,4,2,3,3,3,3,3,551403,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"650",1,1,15,4,4,2,3,4,1,5,5,2,5,5,4,3,3,4,1,2,2,2,2,2,366703,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,3,0,1,0,0,1,0,0,1,0,0,1,0
"651",1,1,15,4,4,2,3,4,2,4,3,3,2,3,4,4,1,3,2,1,1,1,1,1,106603,1,0,0,5.774551546,0,1,0,1,0,1,1,0,1,0,1,6,0,6,1.945910149,1,1,0,0,1,0,0,0,0,0,1,0,0
"654",1,1,15,4,5,2,3,4,2,5,5,2,5,4,4,4,1,4,1,3,3,3,3,3,711403,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"656",1,1,15,4,4,2,5,2,2,5,4,2,4,4,4,4,3,4,2,3,3,3,3,3,728602,0,0,1,1.945910149,0,1,0,1,0,1,0,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"657",1,1,15,4,4,2,5,3,1,4,4,3,3,4,4,3,2,4,1,2,2,2,2,2,307402,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"658",1,1,15,4,5,2,5,3,1,5,4,2,4,4,4,4,1,4,2,2,2,2,2,2,25703,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"659",1,1,15,4,2,2,5,3,3,5,4,2,5,4,4,4,2,4,2,3,3,3,3,3,321503,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,7,0,7,2.079441542,1,0,0,1,0,0,1,0,0,1,0,0,1
"660",1,1,15,4,3,2,5,4,2,4,5,4,4,4,4,4,2,4,2,2,2,2,2,2,290003,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"661",1,1,15,5,3,1,1,2,2,4,4,2,4,4,4,3,1,4,1,3,3,3,3,3,753502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"662",1,1,15,5,3,1,1,2,2,4,4,3,3,3,3,4,3,3,2,1,1,1,1,1,382602,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1,1,0,0,1,0,0,0,0,0,1,0,0
"663",1,1,15,5,5,1,1,2,2,4,5,2,4,5,4,4,2,4,2,2,2,2,2,2,370602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"664",1,1,15,5,4,1,1,4,2,4,4,4,3,3,4,4,1,4,2,3,3,3,3,3,715102,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"665",1,1,15,5,5,1,3,2,1,5,5,2,5,5,2,3,2,4,1,2,2,2,2,2,152502,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"666",1,1,15,5,5,1,3,2,2,4,4,2,4,4,4,4,3,3,1,1,1,1,1,1,420602,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"667",1,1,15,5,3,1,3,3,2,4,4,2,4,4,3,3,2,3,1,3,3,3,3,3,766803,0,0,1,1.098612289,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"668",1,1,15,5,4,1,3,4,2,4,3,2,3,5,2,2,1,4,2,3,3,3,3,3,568703,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"669",1,1,15,5,3,1,3,4,2,5,5,3,4,5,3,3,1,4,1,2,2,2,2,2,764602,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"671",1,1,15,5,2,1,5,2,1,4,4,4,4,4,4,3,3,4,1,3,3,3,3,3,900102,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"672",1,1,15,5,3,1,5,3,1,5,5,3,4,4,4,4,3,4,2,2,2,2,2,2,431103,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"673",1,1,15,5,2,1,5,5,2,5,4,4,3,4,3,4,2,4,2,3,3,3,3,3,710502,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"675",1,1,15,5,4,2,1,2,2,5,4,2,5,5,2,3,1,4,2,2,2,2,2,2,478104,0,1,0,1.098612289,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"676",1,1,15,5,4,2,1,4,2,4,4,2,4,4,4,3,2,4,3,2,2,2,2,2,295603,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,7,1,8,2.197224577,1,0,1,0,0,1,0,0,1,0,0,1,0
"677",1,1,15,5,5,2,1,4,2,4,4,4,4,4,4,4,3,4,1,3,3,3,3,3,752602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"678",1,1,15,5,5,2,1,5,2,5,5,1,5,5,1,4,3,4,1,2,2,2,2,2,623703,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"680",1,1,15,5,5,2,3,2,2,5,4,3,4,4,3,4,1,4,2,3,3,3,3,3,647803,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"682",1,1,15,5,4,2,3,4,2,4,4,2,4,4,4,3,1,4,1,3,3,3,3,3,639904,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"683",1,1,15,5,3,2,3,4,3,4,4,4,2,3,3,4,3,3,2,2,2,2,2,2,93503,0,1,0,3.135494216,1,1,1,1,0,1,0,0,1,1,1,8,1,9,2.302585093,1,0,1,0,0,1,0,0,1,0,0,1,0
"684",1,1,15,5,5,2,5,2,1,4,2,2,4,2,4,4,2,4,1,3,3,3,3,3,748902,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,0,0,1,0,0,1,0,0,1,0,0,1
"685",1,1,15,5,5,2,5,2,1,4,5,4,5,4,4,2,2,4,1,1,1,1,1,1,419603,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,1,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"686",1,1,15,5,4,2,5,3,2,4,5,2,4,5,3,4,3,4,2,3,3,3,3,3,648502,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"689",1,1,15,5,3,2,5,4,2,4,4,2,3,4,4,4,3,4,2,2,2,2,2,2,153703,0,1,0,3.526360525,1,1,0,0,0,1,1,0,0,1,0,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"690",1,1,15,5,4,2,5,4,2,4,4,2,4,4,4,4,3,4,1,2,2,2,2,2,370702,0,1,0,2.564949357,1,1,0,1,0,1,1,0,1,1,1,8,0,8,2.197224577,3,0,1,0,0,1,0,0,1,0,0,1,0
"691",1,1,15,5,2,2,5,4,2,5,3,4,2,3,1,3,3,4,3,3,3,3,3,3,622202,0,0,1,1.098612289,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"720",1,1,16,1,4,2,1,4,2,5,2,4,3,3,4,2,3,4,1,2,2,2,2,2,133902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,1,0,0,1,0,0,1,0,0,1,0
"724",1,1,16,2,4,2,3,2,1,5,5,3,5,5,4,4,2,4,1,3,3,3,3,3,640102,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"728",1,1,16,2,3,2,5,2,2,4,2,5,2,1,4,3,2,3,1,1,1,1,1,1,513403,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,2,1,0,0,1,0,0,0,0,0,1,0,0
"729",1,1,16,3,4,1,1,2,1,5,4,3,4,4,2,2,2,4,1,3,3,3,3,3,571402,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"730",1,1,16,3,3,1,1,5,3,5,5,3,5,5,1,3,1,4,3,2,2,2,2,2,366102,0,1,0,1.098612289,0,1,0,0,0,1,0,0,0,1,0,3,1,4,1.609437912,2,0,1,0,0,1,0,0,1,0,0,1,0
"731",1,1,16,3,4,1,3,2,2,4,4,4,5,5,3,4,2,4,1,3,3,3,3,3,671702,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"733",1,1,16,3,5,2,1,4,2,4,3,3,3,4,4,4,3,3,1,2,2,2,2,2,224002,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"735",1,1,16,3,5,2,3,1,1,5,5,5,3,5,4,4,1,4,1,1,1,1,1,1,185905,1,0,0,1.098612289,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"736",1,1,16,3,5,2,3,2,1,4,5,3,4,4,4,4,1,4,1,2,2,2,2,2,521002,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"737",1,1,16,3,3,2,3,2,1,5,4,3,2,5,3,4,2,4,1,2,2,2,2,2,206703,0,1,0,3.526360525,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"739",1,1,16,3,4,2,3,2,2,4,4,2,3,4,3,3,3,4,1,3,3,3,3,3,666805,0,0,1,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,3,0,0,1,0,0,1,0,0,1,0,0,1
"740",1,1,16,3,4,2,3,2,2,4,4,2,4,4,3,3,2,3,3,2,2,2,2,2,152103,0,1,0,1.098612289,1,1,0,0,0,1,0,0,1,0,0,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"741",1,1,16,3,4,2,3,2,2,4,4,2,4,4,4,3,2,3,1,2,2,2,2,2,203202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"742",1,1,16,3,5,2,3,3,2,1,4,3,3,4,4,4,2,3,1,2,2,2,2,2,227403,0,1,0,2.564949357,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"743",1,1,16,3,3,2,3,3,2,4,5,2,5,5,4,4,2,4,2,3,3,3,3,3,694204,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"744",1,1,16,3,2,2,3,3,3,4,3,2,3,4,2,2,2,3,2,1,1,1,1,1,385904,1,0,0,4.787491743,1,1,0,0,0,1,1,0,1,1,1,7,1,8,2.197224577,1,1,0,0,1,0,0,0,0,0,1,0,0
"745",1,1,16,3,5,2,3,4,2,5,3,4,3,1,4,4,2,3,2,2,2,2,2,2,49002,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,4,0,4,1.609437912,3,0,1,0,0,1,0,0,1,0,0,1,0
"746",1,1,16,3,5,2,3,4,2,5,4,4,4,4,2,3,3,4,1,2,2,2,2,2,422203,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,2,0,1,0,0,1,0,0,1,0,0,1,0
"747",1,1,16,3,4,2,5,2,2,5,4,2,2,4,3,4,3,3,1,2,2,2,2,2,52402,0,1,0,1.945910149,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"748",1,1,16,3,5,2,5,3,2,5,4,3,2,4,4,4,1,4,1,2,2,2,2,2,102602,0,1,0,4.762173935,0,1,0,0,1,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"751",1,1,16,4,4,1,3,2,1,5,5,2,5,5,4,4,1,4,1,1,1,1,1,1,425802,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"752",1,1,16,4,4,1,3,4,2,4,4,3,3,4,3,4,2,3,1,1,1,1,1,1,201102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,1,0,0,1,0,0,0,0,0,1,0,0
"753",1,1,16,4,4,1,3,4,2,5,4,2,4,4,3,4,3,4,2,3,3,3,3,3,791002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"754",1,1,16,4,4,1,5,2,2,4,5,3,4,4,4,4,2,4,1,2,2,2,2,2,222902,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,1,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"755",1,1,16,4,4,2,1,1,2,5,3,3,3,4,4,3,2,4,1,2,2,2,2,2,174802,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"756",1,1,16,4,3,2,1,2,2,5,5,3,4,5,3,4,3,4,2,1,1,1,1,1,234906,1,0,0,2.564949357,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,1,0,0,1,0,0,0,0,0,1,0,0
"757",1,1,16,4,4,2,1,3,2,4,5,3,3,4,4,3,3,4,1,2,2,2,2,2,299803,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"758",1,1,16,4,5,2,1,4,2,4,4,2,5,4,3,2,1,3,1,3,3,3,3,3,579002,0,0,1,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"759",1,1,16,4,2,2,1,4,2,5,3,4,3,3,4,4,2,3,2,2,2,2,2,2,406603,0,1,0,4.787491743,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"760",1,1,16,4,5,2,3,1,2,5,5,2,5,5,4,4,1,4,1,2,2,2,2,2,575502,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"761",1,1,16,4,5,2,3,2,1,5,5,3,4,5,4,4,2,4,1,2,2,2,2,2,155902,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"762",1,1,16,4,4,2,3,2,2,4,4,2,3,4,3,4,2,4,1,1,1,1,1,1,434503,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"763",1,1,16,4,4,2,3,2,2,4,5,3,3,4,4,4,3,4,2,2,2,2,2,2,317702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"764",1,1,16,4,4,2,3,2,2,4,5,3,4,4,4,4,2,4,2,2,2,2,2,2,484203,0,1,0,1.098612289,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"765",1,1,16,4,5,2,3,3,2,4,3,2,2,4,4,3,2,4,1,1,1,1,1,1,528302,1,0,0,2.564949357,1,1,0,0,1,0,0,0,1,0,0,4,0,4,1.609437912,1,1,0,0,1,0,0,0,0,0,1,0,0
"767",1,1,16,4,3,2,3,3,2,5,5,5,3,4,4,4,2,4,1,2,2,2,2,2,613702,0,1,0,3.135494216,0,1,0,0,1,0,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"770",1,1,16,4,4,2,3,4,2,4,4,3,4,4,2,3,2,3,1,3,3,3,3,3,553504,0,0,1,1.098612289,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"771",1,1,16,4,3,2,3,4,2,4,4,4,3,4,4,4,3,4,2,2,2,2,2,2,431102,0,1,0,1.098612289,0,1,0,0,0,1,0,0,1,1,1,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"773",1,1,16,4,5,2,3,4,2,5,4,4,3,3,2,3,1,3,1,1,1,1,1,1,434603,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"774",1,1,16,4,3,2,3,4,2,5,4,4,4,4,3,3,3,4,1,3,3,3,3,3,567202,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,6,1,7,2.079441542,1,0,0,1,0,0,1,0,0,1,0,0,1
"775",1,1,16,4,3,2,3,4,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,789802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"778",1,1,16,4,4,2,5,3,2,4,3,2,3,4,2,4,1,4,1,2,2,2,2,2,69802,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"780",1,1,16,4,4,2,5,4,2,5,4,3,3,3,4,4,2,4,1,2,2,2,2,2,223503,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"783",1,1,16,5,4,1,1,1,2,5,4,3,4,4,3,4,2,4,2,2,2,2,2,2,191102,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"784",1,1,16,5,4,1,1,2,2,4,4,2,4,4,3,2,1,4,1,3,3,3,3,3,701003,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"785",1,1,16,5,4,1,3,2,1,4,5,2,4,5,4,4,1,4,1,2,2,2,2,2,375102,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"786",1,1,16,5,3,1,3,2,1,5,3,4,2,3,2,3,1,4,2,2,2,2,2,2,622402,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"787",1,1,16,5,4,1,3,2,2,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,488202,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,2,0,1,0,0,1,0,0,1,0,0,1,0
"788",1,1,16,5,5,1,3,2,2,4,5,2,4,5,3,4,2,4,1,3,3,3,3,3,675004,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"791",1,1,16,5,5,1,3,4,2,4,5,2,4,4,4,4,3,4,3,3,3,3,3,3,725303,0,0,1,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"794",1,1,16,5,5,1,5,1,1,5,5,2,5,5,4,4,1,4,1,3,3,3,3,3,577302,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"795",1,1,16,5,5,1,5,2,1,5,5,2,4,5,2,3,3,4,1,2,2,2,2,2,207202,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"796",1,1,16,5,4,1,5,4,2,4,3,4,5,5,3,3,1,4,2,2,2,2,2,2,153002,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"797",1,1,16,5,2,1,5,4,2,4,5,3,5,4,2,3,1,4,1,3,3,3,3,3,501502,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"799",1,1,16,5,4,2,1,2,2,4,4,4,4,4,2,4,1,4,3,2,2,2,2,2,418103,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"801",1,1,16,5,5,2,3,2,1,4,4,3,2,4,4,4,2,4,1,2,2,2,2,2,133003,0,1,0,3.526360525,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"802",1,1,16,5,3,2,3,2,2,4,4,2,4,4,3,3,2,4,2,2,2,2,2,2,406902,0,1,0,1.098612289,0,1,0,1,0,1,1,0,1,1,1,7,1,8,2.197224577,1,0,1,0,0,1,0,0,1,0,0,1,0
"803",1,1,16,5,4,2,3,2,2,5,5,2,5,5,4,4,2,4,1,3,3,3,3,3,582302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"804",1,1,16,5,3,2,3,3,2,4,3,2,2,3,2,4,2,4,1,1,1,1,1,1,5302,1,0,0,4.762173935,1,1,1,0,0,1,1,0,0,1,1,7,0,7,2.079441542,2,1,0,0,1,0,0,0,0,0,1,0,0
"805",1,1,16,5,5,2,3,3,2,5,5,3,4,5,4,4,2,4,2,1,1,1,1,1,304504,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"806",1,1,16,5,4,2,3,4,1,5,3,3,3,4,4,4,2,3,1,2,2,2,2,2,184102,0,1,0,1.945910149,1,1,0,1,0,1,1,0,0,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"808",1,1,16,5,5,2,3,4,2,4,3,4,3,3,2,4,1,4,2,2,2,2,2,2,406002,0,1,0,1.945910149,0,1,0,1,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"809",1,1,16,5,5,2,3,4,2,4,4,4,4,5,4,3,1,4,1,1,1,1,1,1,504704,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"812",1,1,16,5,4,2,5,1,2,5,5,1,5,5,4,3,1,4,1,1,1,1,1,1,471303,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"817",1,1,16,5,4,2,5,4,2,4,4,3,4,4,4,4,2,4,2,3,3,3,3,3,599703,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"819",1,1,16,5,3,2,5,5,2,4,4,3,2,3,4,4,1,3,2,1,1,1,1,1,487702,1,0,0,4.787491743,1,1,1,1,0,1,1,1,1,1,1,10,1,11,2.48490665,1,1,0,0,1,0,0,0,0,0,1,0,0
"836",1,1,17,1,3,2,3,2,2,4,4,2,3,3,2,2,2,4,1,3,3,3,3,3,573402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
